,business_id,cool,date,funny,review_id,stars,text,useful,user_id,split
4107,xm-LPu0bPl5cZ2PYKS9zDQ,0,6/1/16,1,Sq6P-Zr-sIcESxBMPsnvKA,5,"Friendly staff, comforting area, respectable clients, and all around good place to be.",0,SYx15p4PssSS3lXjvtF6rg,-0.044710809
4110,eBj_YyJU5jVu6tbZCkdtDA,0,2/24/13,0,ve0NHwYL-Qn1RtBydKzvNw,4,"The food is very good and I really like the ambience.  Lots of choices for trying to eat vegetarian and they're willing to improvise the menu if there's something you want. I'm still not sure about it's location in Tivoli, which appears to be a shopping center with only restaurants (?).",0,INbqkFXtHeCdEP_wPp2dUA,2.3567441
4119,TT658qQinO6MBHP9q7rJ8w,0,8/30/15,0,_Ovn7LoeOUEU7c28FPBdgg,5,"This place is way better than I expected.  Red beans and rice is phenomenal. The fries are absolutely the best anywhere, super crispy and actual potatoes! This is definitely a great little piece of New Orleans in Las Vegas and a welcome independent experience in Summerlin.  Everyone should try this place!",0,INbqkFXtHeCdEP_wPp2dUA,1.086022683
4121,i3mZIwNi1EiJ7-1A8amoyw,0,1/3/13,0,4wv4J4An-bYr5hjs2Xe1zQ,5,Great middle eastern deli with several vegetarian choices.  Very inexpensive and extremely friends staff.  Baklava is a must.,0,INbqkFXtHeCdEP_wPp2dUA,1.291799448
4126,_3FxLxdg1unUQc3QqIgJuA,1,2/24/13,0,w5U4X96kmMd7PZRMlGyfrQ,3,"Food was very good, but the place is crazy expensive considering it's in Red Rock Casino. Service was good, but had a few hiccups with the bill.  Overall, it's a nice option for a business meal or out-of-towners.  As a local, I don't need to spend that much on a meal.  Careful with the coupons: many are not accepted on Fridays and Saturdays.",0,INbqkFXtHeCdEP_wPp2dUA,-0.714025629
4140,RESDUcs7fIiihp38-d6_6g,1,4/15/14,0,XeA3BGOhduTRdnprL4ULGQ,4,Best Buffet I experienced in Vegas! You have to be open minded to trying new and gourmet foods very ethnic foods. Everything was cooked to perfection! It was very spendy but worth every Penny!,1,yvlRColhqo_4TzpUFKyroA,0.009696982
4141,ijg7qQCYnhUWBd5JUxbfvA,0,4/15/14,0,J5nctRtC0L5oSExNj1XGEA,4,Yum! Love the atmosphere the food was awesome we came back a 2nd time while staying at the hotel! Fun flash back in times prices were afforDable ;),0,yvlRColhqo_4TzpUFKyroA,0.630142679
4142,YJ8ljUhLsz6CtT_2ORNFmg,0,4/15/14,0,1xlYVWhyLedoA0HddOJMOw,4,Very great atmosphere had a wonderful bartender so much that we came back to eat and it was awesome food SPENDY but worth it! Thanks Matt for the homemade Sangria!!,0,yvlRColhqo_4TzpUFKyroA,0.013001163
4143,ByFMv3p5X1aNeZhU61rDcA,0,4/15/14,0,eBxGjZkwr6qNxyfh2wf_UQ,3,Just spent 4 nights here the room was nice we were asked if we would like to be upgraded for a additional fee of $25 a night and ended up paying OVER $200 additional! So don't be taking in like we were thinking it's a great deal! I did enjoy the suite ;) Just not the prices! And skip the Buffet it's gross but Roxys Dinner has excellent food!,1,yvlRColhqo_4TzpUFKyroA,-0.551904059
4147,18DZZhcuabNnuVCX5rDw7w,0,3/26/14,0,u9OSLcItFm42-p_PHKHyXg,5,"I have never met such a caring, patient optometrist as Dr Loc Pham. He's compassionate, knowledgeable and very helpful. The receptionist, her name is Yen, is exceptional. She helps me with my frame selections without being pushy. She showed me different price ranges. I had an exceptional experience.",0,93kKUZ3_PcuuDxyul5vlPw,0.436160707
4149,75h1zQoWi_D7SMHIIYpeMQ,0,9/28/12,1,UkFXGAFkkiKoAiaT-H8EIQ,5,"I had just moved to Arizona last year and was desperate to find a hairdresser who was skilled at cutting short hair. I saw a woman in Whole Foods one day who had a really cool and hip short cut, and boldly asked her who cut her hair. She said 'I'm a hairdresser,' and instantly my connection with Christian was born. I have just read the other stellar reviews of Christian on this site, and found myself nodding and smiling in agreement with all of them. I will add that I have never in my life had a hairdresser who was so caring and concerned about understanding what I want for my hair, then working to give it to me and 'get it right.' Christian is a beautiful person, inside and out, and I feel as if my appoinments with her are also  visits with a friend. Not to mention that she is a kick-ass, super-talented stylist and my hair has never looked better! I was leaving the salon the other day after Christian did my hair and the next customer commented that I looked 'really hot!"" Now that is the kind of compliment you want to hear after just having your hair done (especially when you're in your 50's!) Love, love, love!!!",0,6Kwhv2QHfGCtK6VHYIZFqQ,1.428460601
4150,cI9xcJnBFpJoXKeqc5P6OA,0,12/6/17,0,9Q-nJxyads8jZIjhvzFT9A,5,"Can't say enough how thrilled I am to have found Lisa and her service. My 89 year old mom lives alone and can't always get to the store, so will often run low on groceries. Living in another state, I am often frustrated about how I can help her. Enter Lisa, ta dah!! Not only did Lisa bring the groceries into the house for my mom, but offered to put them away for her!! Then followed up with a nice note to me to say 'mission accomplished'. I am so grateful Lisa - not only that your business exists but also for who you are as a person. Many thanks. I will be a repeat customer for sure and will spread the word!",2,6Kwhv2QHfGCtK6VHYIZFqQ,0.61616919
4153,m7VEdzaW2FxTyZPvdaOkMg,0,6/24/17,0,PrOBlWJe9eB1plmwMoYXfQ,5,"I haven't ever found a dog park like this one! The park has a really big area for the dogs to run and every time I go I always meet new ppl. Everyone is always so nice and I never have a problem with any other dogs being mean towards mine. I also have a 4yr old and they have a play area for kids which he loves! There is an area with picnic tables that are covered near the trails. It's a very beautiful area and there are even geese at the lake area where u can fish too :) needless to say, I highly recommend this park for any occasion!",0,cyABEo-94nt4zZDA-cYzgg,0.066739324
4155,1heHNQIZiHL23rUsVhOmWQ,1,5/18/14,0,Hfo_fU59H9QLKChzP34FiA,2,"It was an overall unpleasant experience in the one year I lived here. Much of it stems from the fact that these apartments were built in the late 80's / early 90's and haven't kept up with the times. My apartment had a leaky A/C unit which would freeze up and drip down onto the carpet. That's exactly what you want during Arizona summers. I changed my air filter often, but the air vents are old and dirty and made me have respiratory problems. Management loves to provide little input or real change and instead just sends the maintenance guys who are able to do little to nothing for these old, troubled rental units.Besides the units themselves, as I mentioned you'll get problems from management to add to it. Nothing topped off a day at work like coming home to see a note on my door that our entire building will have the water shutoff tomorrow starting at 5am until 5pm. I think this is just a little bit of short notice in the instance of ""routine maintenance."" I recall this happened at least three times, and once was actually due to the old pipes freezing up during a cold winter. Then when it came time to move out, it was a hassle and negotiation for my full deposit to be returned when it was due to existing problems, and they're making zero investment to renovate and remodel these old apartments. I understand you want to be near Old Town, but you can do better.",9,FfqX7xdQY80nbkdNoeh_6Q,0.777985234
4156,qMJyOW1FdPOf8sli8DIq_A,0,1/10/15,0,dGCac3rFvfsxmabrMLcf8g,5,Delicious Crepes! Delice has the feel and menu for an authentic bistro. This place will be a great Breakfast or Lunch spot. I appreciate any place that has fresh juices! Mill Ave is lucky to host this business.,0,FfqX7xdQY80nbkdNoeh_6Q,-2.157693692
4158,mRKmp_d7y_QaY_KBmJCTNA,1,11/26/15,0,Ong45E3GPNKCEZqHKTmKMQ,5,"This place is probably the only place I could consider myself a regular. It's very good, authentic Vietnamese. Excellent pho and we love the crispy pork rolls and pork chop. Many love them for the oxtail. What are you waiting for?!",1,FfqX7xdQY80nbkdNoeh_6Q,0.303820767
4165,C2BR0TjNacoNzItPLUHTAA,0,12/19/13,0,7PilBLo2aUkpk0eTxlf3uA,5,"Great food, we are lucky to have this place! It can get busy around normal meal times as it isn't huge, but well worth a small wait if it happens.The burgers are all I gotten, and I really like the mahi mahi burger :)",0,FfqX7xdQY80nbkdNoeh_6Q,0.779931526
4167,Pthe4qk5xh4n-ef-9bvMSg,0,9/5/16,0,3KRM2dkb7Ob8JCt0VyMLVg,5,"The staff is very kind, and the atmosphere and decor is very cozy and welcoming. I'm glad to have found a go-to Thai spot. The food is excellent and a great value. Their Tom yum soup is great, and so is the Pad Thai.",0,FfqX7xdQY80nbkdNoeh_6Q,0.505961089
4172,m65oi2C7b1CJM7DaXbFi-g,0,11/19/15,0,vHvADqKb_2b1vs3zrsHaGQ,4,Came in at a busy time and had to wait for a while to get seated. That's the only problem I face here during weekends.Dessert was so delicious that it was worth the wait. I would recommend everyone to try it at least once. I am posting few pictures as well.,0,Ndl1ZwGIsc5oq0qlmbO_AQ,1.271195265
4178,vlSZ8rprcOkgez314T-aVw,1,3/24/16,1,wpb_BJsHcyain8KAB5AJ9g,1,"I attempted to rent a vehicle for a one way trip from Vegas to Cali. Reserved everything online with my debit card. I go to pick the vehicle and was told NOPE!! I have to have a major credit card which I don't have! Then I get a dumb ass excuse of why I can't use a debit card and then an employee wanted to see 2 copies of a bill from my home. WHAT?!! Are you fucking kidding me?!!! I'm treated like a criminal !! And to top it off, your employee was extremely rude. Her name is Justine. Not only was she rude to me and could care less about her job. She apparently also has a mouth of a sailor. F bombs flying everywhere. She needs a class on proper customer service and etiquette of how to be professional. Neither was her strong areas. I will NEVER EVER rent from this company!",0,_dE8tkhgSRq4qxpzvC7e-w,-0.071981694
4179,a3vug2R5PvBCmzr6KU5RnA,0,3/1/16,0,gsmEcwcVYoKJ0qM0xxsvhQ,1,"I'm very upset about my experience at this location. I came in with my dog and was informed the dog could not be in the store. I informed the associate that the dog is my service dog. She still insisted the dog can not be in the store. Again, I stated that the dog is my service dog and offered to show her the dog's service dog card. Which she did not seem to care and proceeded to reiterate the dog can not be in the store due to the food. What this girl did is breaking the law. I can bring my dog in as long as I have her service dog card, which I had. But she didn't care. Your employees need to be aware of the ADA laws and rules. Clearly they are not. I will be calling the manager tomorrow when she gets in and filing a formal complaint. This is ridiculous and this girl needs know what animals are allowed and not allowed in the store. I'm furious and you've just lost a customer.",0,_dE8tkhgSRq4qxpzvC7e-w,-0.634688857
4185,GAKCd5eIPQ-_B0psppX81g,0,11/8/14,0,jYYz9T5OvAWbZUdtsZAsQA,5,I was highly satisfied by my haircut. My hair was the best it ever look. Laura did an amazing cut. Would definitely come back.,0,r3u9y04v1ONr-JR-lio34A,-1.586422592
4192,KXITXbKuE60WSUDs7NZVLQ,0,5/29/12,0,kWXS0JnrL9qXmjii9gUphw,2,"Disclaimer: This is a vegan's viewI expect most high-end restaurants to be able to put together something vegan, especially if you ask without regard to price. But after being seated here with a fairly large party, I asked what my options were for something vegan. I don't expect miracles, but in Carnevino, the waiter came back and said the chef would take care of me. I ended up with salad and some vegetables, but filling enough and very good. And I had something with every course.At Table 10, I got a response that I'm used to from chains like Applebees. The waiter came back and said that they didn't really offer anything vegan, and only suggested a salad, though didn't offer specific recommendations on which had dressing without egg or dairy. Ultimately I ordered fries, spinach, and charred peas. It ended up being filling enough, but unsatisfying overall. The $9 serving of spinach was ordinary, though the charred peas were good.",0,SdKbaLOpxCn9zJPszXQltg,0.302358064
4198,ExQpwVK2xg6w3Ip4tKyvhA,0,8/20/16,0,4jOKulXwODQpFFPfPQ0ThA,1,"Here with my friend to get his car fixed. The place is behind autozone, and it's pretty run down. The receptionist is rude and a smart (butt)..two qualities unneeded when already frustrated with a broken down car lol. Before we arrive we call to find out what parts will be needed..we go buy the parts. We get to the place and he tells up that we'll need additional parts. We ask for a print out/quote so that we can take it to autozone (to compare prices). He says ""you can write it down. It'll all be about $50."" Ok cool whatever. We go back to auto zone, receive a quote of $23, buy the parts and head back to the shop. Once at the shop the receptionist says oh yeah you'll need two bottles of that. -_- so back to auto zone. Hopefully this'll be the last trip.",1,ic9zIsm7zoxUm3Axyegx8g,-0.037281701
4199,42DvUONuqa1mC1YbnZ0o0w,0,8/17/16,0,q2tb_b3y9sHxvRkQiMsN-g,5,"One of the best Taco Bells I've been to. I came in around 1230 on a weekday, and it wasn't busy at all. I placed my order and went to wash my hands..by the time I came my food was ready. So you know how you'll take a bite of your food and the contents fall out of the opposite end? Well that's what happened with my beef chalupa (that's a good thing). The food was fresh and they weren't skimpy with the meat or anything lol. Customer service was good as well. No complaints!",0,ic9zIsm7zoxUm3Axyegx8g,0.047996707
4201,#NAME?,0,8/19/16,0,xs0BMHzhi5hUwkcMlgHiMg,4,"Cheap wine! Cheap fruit! Cheap everything! And friendly staff. Living in Charlotte it's nice to come here and not have to wait in Walmart-like lines or fight through traffic, nice location.",0,ic9zIsm7zoxUm3Axyegx8g,0.382567282
4204,UhdlNJz_ZNb-m3kF-YLSgw,1,7/9/16,0,VD2B8X-IDZodziQHHlMUPw,4,"If you love cheesiness you have to get the chipotle cheesesteak. It's honestly one of the best subs I've ever had. I've been a couple of times where the bread wasn't the freshest, and the AC was broken, but other than that I love it.",0,ic9zIsm7zoxUm3Axyegx8g,0.490752749
4206,WdBWhGe4Siqg3IYTc4_K4A,0,8/15/16,0,O0ttxNGxHKtD8Cnnwc_j1g,1,"Sunday at 8p. Not many people here at all. We were seated for 10-15 min, and no one came to take our drink order. We were nicely greeted at the front though. Guess there was a disconnect between the hostess and waitstaff.",0,ic9zIsm7zoxUm3Axyegx8g,-0.464634516
4207,Y1kXjWwEhQvtk6e7tXiXXg,0,8/19/16,1,DpCZVwANot4HD03meiuCRw,3,"It was 21 and up at one point and was the best place to be on a Saturday night. Drag/talent shows, good music, main level, second floor and outdoor patio. The first floor has two separate areas (different music). The cover isn't bad unless it's a holiday. Then they changed back to 18 and up. Blah. Not the same. At all.",0,ic9zIsm7zoxUm3Axyegx8g,-0.734978492
4216,dY7erNwqdfjVrgigPUcoGw,2,7/16/16,1,lpzRJDEDMlfEqXQbzXur8A,5,"The red wines are my fave..very sweet. We used the groupon which was about $15 for both of us. The groupon included wine tasting (with storytelling), wine tour, souvenir wine glass and a full bottle of wine. Yes, there's a dog walking around and a red solo cup for dumping waste, but its a really nice vibe to me. They have rocking chairs, picnic tables, corn hole, a lake and lots of greenery. Oh and live music on Saturday nights. They have a friendly and diverse staff - always a plus. The atmosphere is very chill..would recommend to friends.",1,ic9zIsm7zoxUm3Axyegx8g,-0.884708424
4220,uOWWk2duBzNao8fiQFWkJQ,1,6/2/11,0,CWdKu6u8k_Q966nQntqUsQ,2,"Broad ideas and poor execution -- Wild East tries to offer so many different cuisines that it's difficult for them to perfect any of them.The menu is vast, from sushi and sashimi, to curries, pad thai, rice bowls, chinese-style fried rice and noodle plates, teriyaki plates, etc. Our party of four started with some appetizers that were underwhelming (overuse of large sauteed onions), and the main courses were generally unsatisfactory. The curry was described as ""very mild"" but was spicier than the sweet/hot thai dish which was described as ""spicy"". The teriyaki was served with rice, but there was not enough sauce to put the rice to use, whereas the thai dish was swimming in cloyingly sweet sauce that tasted like it came from a jug. The California King Crab roll was small for the price, though the flavor was apparently good.There was a wait at the door for a few minutes while they prepared a table, but when we were shown to the cramped booth, there were several empty and clean booths on the way, why the wait?Our waiter was also a bit awkward, bringing entr̩es out over a five minute span instead of at the same time.",0,NaORI-qPPhej_Ce_sRH2Iw,-0.759236745
4226,momjERcb6G6ienrfPuNArw,1,12/14/14,0,cfn0Zv55asyNFNM841t51g,5,"This is some of the freshest, best tasting food - and you will crave it.   The staff - ask for Abner- is friendly and attentive. My favorite is the ""soup on the side"" but too frequently I have company and it's not a great sharing dish. The curry is great - and go spicy - it's a tollerable heat.  One more advantage - good wine list, all bottles just $20. Enjoy one of my favorite spots.",1,R9sFeYJ4hgpnUYaFk2kp1Q,1.437523548
4240,TIYnquDIPdYmVJK4GNeXSQ,0,9/22/15,0,Z4ZtKWDpaDlAm0rwnhRTzA,4,"My girlfriend and I went here today, the food was great and the service was great. I just don't like spending $50 on two meals I can make and serve myself .. Which I am the one who went there to pay, I just feel it's a little bit over priced, as most restaurants ... But over all the waitress made it well worth our visit, she had a light lovely personality !",0,490j6BGPryXSTkvP6oaUlA,-0.625579992
4243,#NAME?,1,7/29/17,1,Eh2-dDqkoJ_WEl9Ql7Ru3g,5,I came here to paddleboard with Outdoor Afro group. We learned how to paddle board and enjoy the beautiful weather. They had an opening tonight with free food and drinks.,1,caV30R9uCewFdvtdhDg3Nw,1.099973434
4244,kRhjWeAPs-U5RmakIKz0Pg,0,7/11/17,0,wV7vNA4a_Bf1TBTTr9TWSw,4,I went to Bingo Monday's and had a great time with friends. The lamb sliders are AMAZING! Love the outdoor seating. I would definitely recommend this place if you need something fun to do on a Monday night.,0,caV30R9uCewFdvtdhDg3Nw,0.182562335
4245,T2tEMLpTeSMxLKpxwFdS3g,0,6/26/17,0,v_aFreRhHac5KnKp2zsBig,5,"I've always been leery about fish tacos and have yet to find a good one. Cabo's Fish Tacos are one word, ""AMAZING""! I ordered there Honey Soy Glazed Salmon Tacos and they had the perfect seasoning and very tender. I also had the Carne Asada Tacos. If you are a beef eater you can't go wrong with these tacos. Again, seasoned perfectly and although the beef was cut in chunks they were still tender juicy pieces. And the spicy guacamole pasta as a side was probably one of the best pasta salads I've ever had. This restaurant gets a perfect score from me. I will definitely be returning here.",0,caV30R9uCewFdvtdhDg3Nw,-0.625529047
4256,xkVMIk_Vqh17f48ZQ_6b0w,0,3/20/17,2,oPOGbmUKKXrcJ1QKy9DWMw,2,"Very disappointing! I've been to many high end steak houses in the Mid West and Craftsteak would not rank in the top 10.The good :All the sides we tried were very good. But at $15-$22, the sides should be good. The risotto was the favorite. The mashed potatoes are also very good. The Caesar's salad was a classic with real anchovies. Service was decent but a little slow at timesThe bad :I had the grilled NY strip bone in ordered medium. After a lengthy wait. The steak came out way past medium. I sent it back. After another 15 minutes another steak came cooked properly. My wife finished her meal however before my second steak came. But the steak was the worst $50 steak I've ever had. For a dry age steak it was very tough. Even with the steak knife it was hard to cut. Most high end steakhouses will trim the gristle and fat from the outside of the steak but not here. I only ate half of my steak. They offered nothing for the inconvenience, no free desserts or discounts on the meal. Just a sorry. We made reservations at 7:45pm. There are plenty of tables available when we called. We got seated next to the bar, in the bar really. Terrible seats! Loud and constantly getting bumped by people at the bar. This is not what i expected from a Tom Colichio restaurant.",4,TAOJZgcPSBkJAZb7Wn00ZA,-0.131320433
4263,eoG9zP7xxsDHVM0kJYrvkw,0,8/1/16,0,YtdVGqYtMTOD5e7qEDFrqg,5,Absolutely loved this place. We only stopped in for drinks. But the drinks themselves are worth the visit. The dinner menu wasn't very extensive but every item looked thought out. Can't wait to come back. The bar staff were very friendly and provided a fun unique experience.,0,ZJrUFhtPyYsHUKUTAbMSEA,-0.523301469
4271,MCBsyPnsOn8kOuyCbP2O4A,0,11/11/16,0,OJwHSTEuN_Lw_tVgRLVkew,2,Cannot make reservations in holidays and weekends.  What's the point ... who needs a reservation on Monday thru Thursday?   gotta laugh at this concept.  :o),2,c2Qj4Dzldeh6k7JcH2xWzg,-0.462712755
4274,yhYhK7tb3la5KcLlVzG5Lw,1,1/31/12,1,NfEnDn6EzNFw7E4fK8lCNQ,1,"We came to LAX on 1/21/12 for a girl's weekend and got table service. This was the worst table service I have ever encountered. The waitress was never around so we could not order anything and the bouncers are bullies to the people getting table service. This was our first club of the night and we had not even started drinking at the table but one of the people in our group was escorted out because she was ""swaying"". We tried to explain that her feet hurt and she was shifting in shoes because we had been waiting for over 30 minutes for our table to be setup, but management was rude and refused to let her back in or give us a refund so the entire group could leave. We come to Vegas 5-6 times a year and regularly get table service at the main casino nightclubs. Do not waste your time going to LAX, but definitely do not get table service if you go there. You will get better service and be treated with more respect if you go to a kiosk bar in any other casino.",5,vEjfCQCHCpHzZQLpDndCmA,0.881972884
4290,VVHriswJMjWUobrNO4Fj2Q,0,2/29/16,0,an36CDB32k_7a--Hrc5Yxg,2,"I had the meatball sandwich and a small side fry. For 15.50, it was a let down and nothing special.",1,fT1rTmiR6mhzL7GMgstvJQ,-1.125227995
4302,LtNgP4FqXp5nMFOHErK8cw,0,9/13/17,0,am96N6tj0rEWzIViROjg5Q,2,"Amazing sushi, I love going here because it's decent price for good sushi. What I don't like is the servers, they never smile, can't seem to figure out how to take care of there tables. I am a regular here, I go about once a weekend and the servers are still rude. Never expect a drink refill or for them to talk to you after you get your food.",0,jyKNypKgkA9JsutB3obJYQ,-0.785849685
4303,mmeKyvhdKHsW-gh0JvLbGA,0,7/31/17,0,e5r_nLOhy-k2IzYm2KEw7w,1,"Paying to much money for a gym that's always packed. Tried bringing my daughter and they stated she needed an ID who brings their ID to the gym? I'm paying you money to be here and to be able to bring a guest. Find a better gym that's nots packed all day long. Equipment is never open, leaving this gym and going somewhere else that's cheaper and less packed. Look other places before coming here.",1,jyKNypKgkA9JsutB3obJYQ,0.28583221
4307,69Gyhl3O04NG6DGAoZ6t4Q,0,2/6/15,0,n-wkLClD42v3a4fkZzpZrw,5,I love this place... been getting massages there for years and have never been disappointed. Become a member for the best price as the ala cart prices are a bit high. Gorgeous relaxation room. Wish I could recreate that room in my house! And their music is very relaxing. Sauna is perfect to ward off Cleveland's winter cold. Love the staff. They couldn't be nicer.,1,GvjexZRFBYiqNzOmoKHRTg,-0.622800308
4310,Gyrez6K8f1AyR7dzW9fvAw,0,9/18/17,1,qXI_w6yrPCIAnSJGHctngQ,1,"Service here SUCKS. I came here for breakfast on a Saturday morning. Food came out ok, when the check came out, I advised my waiter my host at Venetian will take care of the bill and they had forwarded the comp to Casanova's computer. My waiter walked to the back, talked to someone and came out telling me that comps only work for lunch and dinner, not breakfast. Uhhhhh......wth? Since when were comps allowed only for certain times. I called my host, my host told me that its weird, it's supposed to work anytime. I told him i wanna speak to the manager, and he showed me to someone named Maria, i told her the situation and she said they never got the comp from my host, and even if they did, it only works for lunch and dinner. I called my host again, and told my host to speak with Maria, Maria told my host they never received the voucher, guess what happens....... she then said their system is down so they never got it. So i told them you know what, forget it, i'll pay for it. So i paid.I was waiting around 30 minutes for them, then she tells me their damn system was down? Really? It took that long? Such pathetic service, my host had to tell guest services to walk the voucher up to them.NEVER COMING BACK AGAIN",0,TNzJfZb1IVwvywldn5JsbQ,-0.2169456
4319,dVvij7VRh55dISu02I0IGw,0,5/5/15,0,VNGIjPzAKfGSrTTxhE1pKg,5,"Excellent!-Free Guacamole during happy hour!-HUGE menu-Ordered a salad, gazpacho, grilled octopus, and artichoke appetizer.  All were DELICIOUS!-Friendly and attentive waitstaff.Only negative--Sangria was just OK.  Will definitely return! Great place!!",0,uv5lNYrRXl50P6ITLWpbpg,-0.817357208
4320,eLMCasvWCkJYDkvkKREz7A,0,5/18/16,0,H5q1yEGNupwYiTlm8MaakA,4,Excellent Thai food. We go here at least once a month. The staff is courteous and the food tasty. Service is fast. This is great value for money and kid friendly as well. Try it!,0,xvbN8gaS6IqrlCOBB9jxnA,0.140910893
4328,6Q7-wkCPc1KF75jZLOTcMw,0,12/18/15,3,fLHm9wN_6kejewyk_PZvpA,2,"When I walk into any hotel I give it 5 stars, any negative experiences after that always impacts it for me. I think 2.5 would be a fair and accurate rating to give but 2 is my only option here. Yelp considers 2 to be ""Meh. I've experience better"" what a great way to sum this place up.Our first two negative experiences happened at check in, the receptionist were nice, some of them were hard to understand but I don't think it was any fault of there's, more age related. Anyways we got our key card and proceeded upstairs to our non-smoking room. I swear, i've walked into some rooms that might have a ""faint"" smell of cigarettes, but this 1st room was as if someone took cartons of cigarettes, put them in the middle of the room and little them all on fire before throwing them out the window just as we walked in. We both were sick with colds so could not stand the stench. We walked downstairs again and politely told the front desk what happened. She apologized and said they were trying to fix this issue (it must happen a lot) but at least they are trying to fix it. Okay fine, second times a charm, we quickly are handed a new set of keys with a different room to test out.Our second room smells fine, and we quickly get excited, but it was short lived as we try to turn on the lights and soon realize that not a single light switch works, including the bathroom. At this point i'm viewing the hotel as a hike to and from the front desk and consider activating my step counter.Our 3rd visit to the desk we are polite again and explain what happened in this room, the women now seems amazed (maybe most people give up by the 3rd try?). So she quickly walks away and mumbles something about manager, she is being nice, i honestly cannot understand what she says though. I look at my female friend for a translation and she shrugs and mumbles manager in recognition of all i understood. Okay so the manager comes out and starts typing a novel on the keyboard and apologizing, he is also very nice and courteous, he helped us with 1 night resort fee which we definitely appreciated and moved us into our 3rd and hopefully final room.Upon entering our 3rd room everything is in order, smells, electricity, running water... so i'm happy camper, my female friend collapses into the bed in exhaustion from our hike in zion park and now in Circus Circus. Day 1 complete at Circus Circus... why is the clown so scary looking?Day 2Goes fine, the building doesn't explode but watch out for the toilets, they flush so hard i swear they could suck your arm down with it. Okay not really, but they will surprise you if you're not ready for it.So it's 10pm, (12/17) I tell my friend we should watch a movie, she shrugs without thought while staring at an ipad. I think she knows i'm tempting fate at this point.. I click the menu and it tells me to call the front desk for movies. Okay...that's a little outdated but sure. I pickup the phone and make the call, front desk doesn't answer, instead it is the operator, who tries to connect me again... no luck, so she tells me they will call me back in a minute. I wait 5 minutes and call back, she tells me they haven't forgotten about me and hangs up again. I wait 30 minutes and call back, reminding her it has now been over 30 minutes, she apologizes and says she will personally go check on why the hotel wont accept my money for a movie (not those exact words, but seriously..) I wait another 30 minutes and start writing this review. I have now been waiting 1 hour and 15 minutes including the writing of this review.. I'm not one to give up but honestly. I give up Circus Circus, if you don't have customer service or accountability, you do not have a hotel.Sincerely,RyanPrior customer service manager of 3 retail stores and now traveling",0,GM0mRYg3mMYoQdwB_BT9jw,1.566269853
4329,G7xS3HiTKHnRhI8cNRGXpA,0,8/1/15,0,ItiDks8UfIltFX0esbET4w,5,"Everything was great! awesome full bodied daily drip, nitro brew was great and refreshing. Cinnamon roll was great,  accompanied by daily drip",0,wTcqvJ-eEE0t4-2PULNd3g,-1.692984403
4330,p2CyF_XXYdkkdTSv6sCg0Q,0,2/27/13,0,phRnRB9CHKSN9GCEEOSJ6w,1,Went in to buy a few dollar packs and he told me I didn't have enough money to buy anything and to come back when I had more. Really terrible person.,1,GXUxdrCbI_mP7h1_8-CzsA,-1.814130701
4332,Cl5PHhHfOzimUTCWjC5yNA,0,11/2/14,0,xtwZprms2OY4wm9kFsvh3A,2,"The pizza is pretty good. Especially at 2am. But when it takes over an hour for delivery, no thank you. I shouldn't have to call 3 times to find out where my pizza is. Then when he finally showed up he asked for a tip. That's the best way to not get a tip.",0,i3rrZ5no0Qy7RKtX9qy7_w,-0.400983576
4333,OZQOVZlDEpP5MPP6bvHIHA,0,1/19/15,0,mbk1v4lNdYjMNmNKArjCdQ,1,"Let's start with if I could give this place negative stars I would. Honestly, this was the toughest and worst mani/pedi I've ever got. My friend was with me and asked for a full set, there was 3 employees sitting around on their iPads and after she already waited for about 30 minutes they asked her if she could wait 30 more. They were pressuring me to pick my colors and I couldn't really enjoy myself. They were all really rude and would stack customers on top of each other without finishing. I do not recommend this place AT ALL.",0,i3rrZ5no0Qy7RKtX9qy7_w,0.771921143
4340,q7O9lH4PaBZj3FTIhRYnkQ,3,6/23/13,0,asC7IKAVzrgu90qT_3hQ5g,5,"I really enjoyed Joyce G's review.  It got me out of bed, off my can, and without Pre-ordering, went there to experience the place.  I can not recall a more honest, down-to-earth place to get freshly prepared, excellent chicken.  If you expect fast-food speeds, go get your hormone-infused chicken at a national chain.The people here are excellent!  Not a chain!  If you don't have 15 minutes to wait for excellent chicken, please call in your order in advance.  I am willing to invest in this establishment...based upon the quality of the food & the atmosphere.The customers that came in while I waited for my order were acknowledged, and welcomed.  The staff actually cared about their customers, and the quality of the meal.  I opted to skip the wings included with my order, and they actually reduced my total bill to reflect this change.Nowhere, will you find better chicken and staff honesty than at Harold's!Please realize that this is a small, owner-operated establishment that will give you exactly what you desire...if you can give them a bit of time to prepare your meal, only after you place your order.  Anybody that has been raised on chain-food, will be excused for their impatience...at their loss.PLEASE...call in your order...and enjoy a great chicken meal...in the store or to take-out.Rick Scollon",6,jfGxnTX9aYA5FtSdMXdHHg,-0.593276211
4350,Fi-2ruy5x600SX4avnrFuA,0,6/2/15,0,X2JzsQlFt27soxORAsgeqw,4,"Got the buffet of Buffet pass with our bridal party, and this was our final stop for dinner. There was a lot to choose from, quality was good and desserts were plentiful. (my only gripe was the soft serve machine was broken).  Service was prompt and friendly, would try again.",0,cwmozH0btTWP1a84TLoSJQ,0.743131105
